,,Model,Make_Year,Driven_Kilometers,Fuel,Transmission,Owner(s),Mileage,Engine,Price,Location
3133,, Hyundai Xcent,2014,64396,Diesel,Manual,2,24.4,1120,353500,NCR
3134,, Tata Tiago,2019,18833,Petrol,Manual,1,23.84,1199,500000,NCR
3135,, Maruti Baleno,2016,36993,Diesel,Manual,1,27.39,1248,489000,NCR
3136,, Maruti Alto K,2013,27017,Petrol,Manual,1,23.95,998,285468,NCR
3137,, Hyundai Venue,2021,11420,Petrol,Manual,1,18,998,1074500,NCR
3138,, Tata Tiago,2019,63318,Diesel,Manual,1,27.28,1047,489500,NCR
3139,, Hyundai Xcent,2014,64396,Diesel,Manual,2,24.4,1120,353500,NCR
3140,, Tata Tiago,2019,18833,Petrol,Manual,1,23.84,1199,500000,NCR
3141,, Maruti Baleno,2016,36993,Diesel,Manual,1,27.39,1248,489000,NCR
3142,, Maruti Alto K,2013,27017,Petrol,Manual,1,23.95,998,285468,NCR
3143,, Maruti Swift Dzire,2013,93558,Diesel,Manual,2,23.4,1248,300000,NCR
3144,, Hyundai Grand i,2014,76310,Diesel,Manual,1,24,1186,340500,NCR
3145,, Maruti Swift Dzire,2017,71549,Diesel,Manual,1,28.4,1248,612000,NCR
3146,, Chevrolet Beat,2014,53184,Diesel,Manual,2,25.44,936,137500,NCR
3147,, Maruti Swift,2014,95695,Diesel,Manual,1,28.4,1248,420684,NCR
3148,, Hyundai i,2015,73016,Petrol,Manual,1,19.81,1086,290500,NCR
3149,, Maruti Swift,2013,61671,Diesel,Manual,1,22.9,1248,353497,NCR
3150,, Datsun RediGO,2016,60957,Petrol,Manual,1,22.7,799,195000,NCR
3151,, Maruti Ciaz,2018,24556,Petrol,Manual,1,20.73,1373,748194,NCR
3152,, Volkswagen Polo,2012,49016,Petrol,Manual,1,16.47,1198,302500,NCR
3153,, Volkswagen Polo,2017,38145,Petrol,Manual,1,18.78,1198,434000,NCR
3154,, Maruti Swift Dzire,2013,93558,Diesel,Manual,2,23.4,1248,300000,NCR
3155,, Hyundai Grand i,2014,76310,Diesel,Manual,1,24,1186,340500,NCR
3156,, Maruti Swift Dzire,2017,71549,Diesel,Manual,1,28.4,1248,612000,NCR
3157,, Chevrolet Beat,2014,53184,Diesel,Manual,2,25.44,936,137500,NCR
3158,, Honda City,2011,92331,Petrol,Manual,1,17,1497,326500,NCR
3159,, Maruti Swift,2014,95695,Diesel,Manual,1,28.4,1248,420684,NCR
3160,, Hyundai i,2015,73016,Petrol,Manual,1,19.81,1086,290500,NCR
3161,, Maruti Swift,2013,61671,Diesel,Manual,1,22.9,1248,353497,NCR
3162,, Datsun RediGO,2016,60957,Petrol,Manual,1,22.7,799,195000,NCR
3163,, Hyundai Grand i,2020,8509,Petrol,Manual,1,18.9,1197,578000,NCR
3164,, Maruti Ciaz,2018,24556,Petrol,Manual,1,20.73,1373,748194,NCR
3165,, Volkswagen Polo,2012,49016,Petrol,Manual,1,16.47,1198,302500,NCR
3166,, Honda City,2017,13035,Petrol,Manual,1,17.8,1498,788145,NCR
3167,, Hyundai Grand i,2018,12697,Petrol,Manual,1,18.9,1197,496500,NCR
3168,, Maruti Ritz,2010,32323,Petrol,Manual,1,21.1,1197,246524,NCR
3169,, Maruti Swift,2014,72627,Diesel,Manual,1,28.4,1248,414000,NCR
3170,, Volkswagen Polo,2017,38145,Petrol,Manual,1,18.78,1198,434000,NCR
3171,, Maruti Swift Dzire,2013,93558,Diesel,Manual,2,23.4,1248,300000,NCR
3172,, Hyundai Grand i,2014,76310,Diesel,Manual,1,24,1186,340500,NCR
3173,, Maruti Swift Dzire,2017,71549,Diesel,Manual,1,28.4,1248,612000,NCR
3174,, Chevrolet Beat,2014,53184,Diesel,Manual,2,25.44,936,137500,NCR
3175,, Honda City,2011,92331,Petrol,Manual,1,17,1497,326500,NCR
3176,, Maruti Swift,2014,95695,Diesel,Manual,1,28.4,1248,420684,NCR
3177,, Hyundai i,2015,73016,Petrol,Manual,1,19.81,1086,290500,NCR
3178,, Maruti Swift,2013,61671,Diesel,Manual,1,22.9,1248,353497,NCR
3179,, Datsun RediGO,2016,60957,Petrol,Manual,1,22.7,799,195000,NCR
3180,, Hyundai Grand i,2020,8509,Petrol,Manual,1,18.9,1197,578000,NCR
3181,, Maruti Ciaz,2018,24556,Petrol,Manual,1,20.73,1373,748194,NCR
3182,, Volkswagen Polo,2012,49016,Petrol,Manual,1,16.47,1198,302500,NCR
3183,, Honda City,2017,13035,Petrol,Manual,1,17.8,1498,788145,NCR
3184,, Hyundai Grand i,2018,12697,Petrol,Manual,1,18.9,1197,496500,NCR
3185,, Maruti Ritz,2010,32323,Petrol,Manual,1,21.1,1197,246524,NCR
3186,, Maruti Swift,2014,72627,Diesel,Manual,1,28.4,1248,414000,NCR
3187,, Honda City,2017,13035,Petrol,Manual,1,17.8,1498,788145,NCR
3188,, Hyundai Grand i,2018,12697,Petrol,Manual,1,18.9,1197,496500,NCR
3189,, Maruti Ritz,2010,32323,Petrol,Manual,1,21.1,1197,246524,NCR
3190,, Maruti Swift,2014,72627,Diesel,Manual,1,28.4,1248,414000,NCR
3191,, Honda City,2017,43742,Petrol,Manual,1,17.4,1497,685200,NCR
3192,, Hyundai i Active,2015,43455,Diesel,Manual,1,21.19,1396,471000,NCR
3193,, Honda City,2015,64284,Petrol,Manual,2,16.8,1497,600000,NCR
3194,, Maruti Swift,2013,46699,Petrol,Manual,1,18.6,1197,387500,NCR
3195,, Honda Amaze,2014,68405,Diesel,Manual,2,25.8,1498,342500,NCR
3196,, Hyundai Grand i,2016,28180,Petrol,Manual,1,18.9,1197,440000,NCR
3197,, Honda City,2011,92331,Petrol,Manual,1,17,1497,326500,NCR
3198,, Maruti SX S Cross,2017,96780,Diesel,Manual,1,25.1,1248,535866,NCR
3199,, Honda City,2017,14815,Petrol,Manual,1,17.8,1497,814432,NCR
3200,, Honda Brio,2013,79651,Petrol,Manual,2,19.4,1198,272500,NCR
3201,, Maruti Swift,2012,82325,Diesel,Manual,1,22.9,1248,349000,NCR
3202,, Maruti Baleno,2018,65009,Petrol,Manual,1,21.4,1197,568158,NCR
3203,, Skoda Rapid,2014,55970,Diesel,Manual,1,21.14,1498,413000,NCR
3204,, Mahindra KUV ,2016,54476,Diesel,Manual,2,25.32,1198,397000,NCR
3205,, Maruti Ciaz,2014,96723,Diesel,Manual,1,26.21,1248,490500,NCR
3206,, Honda City,2014,92150,Diesel,Manual,1,26,1498,524500,NCR
3207,, Hyundai Verna,2012,45991,Petrol,Manual,1,17.01,1591,367500,NCR
3208,, Maruti Omni,2015,89428,Petrol,Manual,1,14,796,167000,NCR
3209,, Honda City,2018,22798,Petrol,Manual,1,17.4,1497,903000,NCR
3210,, Maruti Baleno,2016,58078,Petrol,Manual,1,21.01,1197,520500,NCR
3211,, Maruti Alto ,2018,49645,Petrol,Manual,1,24.7,796,297523,NCR
3212,, Mahindra KUV ,2016,99534,Diesel,Manual,2,25.32,1198,302640,NCR
3213,, Maruti Alto ,2015,53670,Petrol,Manual,1,22.74,796,273500,NCR
3214,, Maruti Swift Dzire,2013,82171,Diesel,Manual,1,23.4,1248,339737,NCR
3215,, Honda City,2017,52849,Petrol,Manual,2,17.4,1497,849500,NCR
3216,, Tata Tigor,2017,69465,Petrol,Manual,2,20.3,1199,344000,NCR
3217,, Maruti Wagon R,2011,111417,Petrol,Manual,1,20.51,998,242500,NCR
3218,, Hyundai i,2011,82238,Petrol,Manual,1,20.36,1197,285500,NCR
3219,, Maruti Baleno,2018,30903,Petrol,Manual,1,21.4,1197,672500,NCR
3220,, Hyundai Grand i,2017,14018,Petrol,Manual,1,18.9,1197,500000,NCR
3221,, Hyundai Creta,2016,75774,Petrol,Manual,1,15.29,1591,789000,NCR
3222,, Maruti Baleno,2018,30903,Petrol,Manual,1,21.4,1197,672500,NCR
3223,, Mahindra XUV,2019,91793,Diesel,Manual,1,20,1497,946500,NCR
3224,, Mahindra XUV,2019,71719,Diesel,Manual,1,20,1497,844500,NCR
3225,, Maruti Ciaz,2016,69653,Diesel,Manual,2,28.09,1248,621500,NCR
3226,, Maruti Eeco,2016,59392,CNG,Manual,1,20.88,1196,308500,NCR
3227,, Maruti Vitara Brezza,2018,82299,Diesel,Manual,2,24.3,1248,696500,NCR
3228,, Tata Nano,2012,27236,Petrol,Manual,2,25.4,624,74500,NCR
3229,, Honda Amaze,2019,26347,Petrol,Manual,1,19.5,1199,652571,NCR
3230,, Maruti Alto K,2016,55252,CNG,Manual,1,32.26,998,325500,NCR
3231,, Maruti S-Presso,2020,8786,CNG,Manual,1,31.2,998,551040,NCR
3232,, Maruti Swift,2015,78568,Diesel,Manual,1,28.4,1248,405000,NCR
3233,, Hyundai i,2010,72803,Petrol,Manual,1,19.81,1086,206500,NCR
3234,, Hyundai Grand i,2016,83466,Diesel,Manual,2,24,1120,345500,NCR
3235,, Maruti Swift,2017,35477,Petrol,Manual,1,20.4,1197,468000,NCR
3236,, Maruti Ciaz,2016,106007,Diesel,Manual,1,28.09,1248,562000,NCR
3237,, Toyota Etios Liva,2018,56472,Diesel,Manual,1,23.59,1364,541536,NCR
3238,, Mahindra XUV,2019,91793,Diesel,Manual,1,20,1497,946500,NCR
3239,, Maruti Ertiga,2015,129346,Diesel,Manual,1,25.47,1248,539000,NCR
3240,, Maruti Vitara Brezza,2018,44832,Diesel,Manual,1,24.3,1248,763500,NCR
3241,, Maruti Wagon R,2013,56699,Petrol,Manual,1,21.79,998,259000,NCR
3242,, Tata Altroz,2020,3199,Petrol,Manual,1,19.05,1199,552500,NCR
3243,, Mahindra XUV,2019,71719,Diesel,Manual,1,20,1497,844500,NCR
3244,, Maruti Eeco,2016,59392,CNG,Manual,1,20.88,1196,308500,NCR
3245,, Maruti Vitara Brezza,2018,82299,Diesel,Manual,2,24.3,1248,696500,NCR
3246,, Maruti Alto K,2016,55252,CNG,Manual,1,32.26,998,325500,NCR
3247,, Honda Amaze,2019,26347,Petrol,Manual,1,19.5,1199,652571,NCR
3248,, Tata Nano,2012,27236,Petrol,Manual,2,25.4,624,74500,NCR
3249,, Maruti Ciaz,2016,106007,Diesel,Manual,1,28.09,1248,562000,NCR
3250,, Maruti Swift,2015,78568,Diesel,Manual,1,28.4,1248,405000,NCR
3251,, Hyundai Grand i,2016,83466,Diesel,Manual,2,24,1120,345500,NCR
3252,, Maruti S-Presso,2020,8786,CNG,Manual,1,31.2,998,551040,NCR
3253,, Maruti Swift,2017,35477,Petrol,Manual,1,20.4,1197,468000,NCR
3254,, Hyundai i,2010,72803,Petrol,Manual,1,19.81,1086,206500,NCR
3255,, Maruti Alto K,2011,110442,Petrol,Manual,1,20.92,998,200000,NCR
3256,, Mahindra XUV,2013,66522,Diesel,Manual,1,15.1,2179,553000,NCR
3257,, Ford Ecosport,2014,79086,Diesel,Manual,2,22.7,1498,454596,NCR
3258,, Maruti Baleno,2016,51640,Diesel,Manual,1,27.39,1248,562500,NCR
3259,, Maruti Wagon R,2016,81944,Petrol,Manual,1,20.51,998,352000,NCR
3260,, Maruti Wagon R,2018,18636,Petrol,Manual,1,20.51,998,409000,NCR
3261,, Maruti Swift,2014,117642,Diesel,Manual,1,22.9,1248,388500,NCR
3262,, Maruti Baleno,2018,17985,Petrol,Manual,1,21.4,1197,594000,NCR
3263,, Hyundai EON,2014,50196,Petrol,Manual,1,21.1,814,210000,NCR
3264,, Hyundai Grand i,2013,79215,Petrol,Manual,1,18.9,1197,339800,NCR
3265,, Honda City,2014,89037,Petrol,Manual,1,17.4,1497,583000,NCR
3266,, Maruti Swift Dzire,2013,67394,Diesel,Manual,2,23.4,1248,409000,NCR
3267,, Skoda Rapid,2015,116683,Diesel,Manual,1,21.14,1498,377000,NCR
3268,, Maruti Swift Dzire,2017,78863,Diesel,Manual,1,28.4,1248,682104,NCR
3269,, Maruti Swift Dzire,2014,23518,Petrol,Manual,1,20.85,1197,396654,NCR
3270,, Maruti Swift Dzire,2018,22316,Petrol,Manual,1,21.21,1197,597027,NCR
3271,, Maruti Baleno,2018,47434,Petrol,Manual,1,21.01,1197,556500,NCR
3272,, Maruti Swift,2013,55537,Diesel,Manual,1,22.9,1248,312500,NCR
3273,, Toyota Etios Liva,2018,56472,Diesel,Manual,1,23.59,1364,541536,NCR
3274,, Mahindra XUV,2013,66522,Diesel,Manual,1,15.1,2179,553000,NCR
3275,, Maruti Wagon R,2018,18636,Petrol,Manual,1,20.51,998,409000,NCR
3276,, Maruti Baleno,2016,51640,Diesel,Manual,1,27.39,1248,562500,NCR
3277,, Maruti Wagon R,2016,81944,Petrol,Manual,1,20.51,998,352000,NCR
3278,, Ford Ecosport,2014,79086,Diesel,Manual,2,22.7,1498,454596,NCR
3279,, Maruti Swift,2014,117642,Diesel,Manual,1,22.9,1248,388500,NCR
3280,, Maruti Baleno,2018,17985,Petrol,Manual,1,21.4,1197,594000,NCR
3281,, Honda City,2014,89037,Petrol,Manual,1,17.4,1497,583000,NCR
3282,, Skoda Rapid,2015,116683,Diesel,Manual,1,21.14,1498,377000,NCR
3283,, Maruti Swift Dzire,2013,67394,Diesel,Manual,2,23.4,1248,409000,NCR
3284,, Hyundai Grand i,2013,79215,Petrol,Manual,1,18.9,1197,339800,NCR
3285,, Maruti Alto K,2016,41147,Petrol,Manual,1,23.95,998,285500,NCR
3286,, Maruti Alto K,2018,15164,Petrol,Manual,1,23.95,998,361000,NCR
3287,, Maruti Swift,2013,74882,Petrol,Manual,1,18.6,1197,344000,NCR
3288,, Maruti Alto K,2019,7213,Petrol,Manual,1,23.95,998,379000,NCR
3289,, Maruti Alto K,2017,17124,Petrol,Manual,2,23.95,998,305000,NCR
3290,, Maruti Alto K,2017,23354,Petrol,Manual,1,23.95,998,327000,NCR
3291,, Maruti Swift Dzire,2017,66037,Diesel,Manual,1,28.4,1248,499500,NCR
3292,, Maruti Wagon R,2015,24036,Petrol,Manual,1,20.51,998,376500,NCR
3293,, Maruti Alto K,2018,47399,Petrol,Manual,1,23.95,998,347136,NCR
3294,, Maruti Swift Dzire,2014,49470,Diesel,Manual,1,23.4,1248,427758,NCR
3295,, Maruti Baleno,2018,17711,Petrol,Manual,1,21.01,1197,611196,NCR
3296,, Maruti Swift Dzire,2019,26306,Petrol,Manual,1,22,1197,637000,NCR
3297,, Honda Brio,2014,38558,Petrol,Manual,1,19.4,1198,346000,NCR
3298,, Hyundai Grand i,2015,56200,Diesel,Manual,1,24,1120,369939,NCR
3299,, Maruti Alto K,2018,13215,Petrol,Manual,1,23.95,998,363000,NCR
3300,, Maruti Baleno,2019,15413,Petrol,Manual,1,21.01,1197,700801,NCR
3301,, Maruti Eeco,2018,48165,Petrol,Manual,1,15.37,1196,356500,NCR
3302,, Maruti Swift Dzire,2013,54025,Diesel,Manual,1,23.4,1248,413243,NCR
3303,, Maruti Baleno,2015,63529,Diesel,Manual,1,27.39,1248,550000,NCR
3304,, Ford Ecosport,2014,85420,Diesel,Manual,1,21.7,1498,480667,NCR
3305,, Maruti Swift Dzire,2018,10437,Petrol,Manual,2,22,1197,579000,NCR
3306,, Maruti Swift,2017,42412,Petrol,Manual,1,20.4,1197,448623,NCR
3307,, Maruti Alto K,2018,13911,Petrol,Manual,1,23.95,998,347460,NCR
3308,, Toyota Etios Liva,2018,56472,Diesel,Manual,1,23.59,1364,541536,NCR
3309,, Mahindra XUV,2013,66522,Diesel,Manual,1,15.1,2179,553000,NCR
3310,, Maruti Wagon R,2016,81944,Petrol,Manual,1,20.51,998,352000,NCR
3311,, Ford Ecosport,2014,79086,Diesel,Manual,2,22.7,1498,454596,NCR
3312,, Maruti Wagon R,2018,18636,Petrol,Manual,1,20.51,998,409000,NCR
3313,, Maruti Baleno,2016,51640,Diesel,Manual,1,27.39,1248,562500,NCR
3314,, Maruti Baleno,2018,17985,Petrol,Manual,1,21.4,1197,594000,NCR
3315,, Maruti Swift,2014,117642,Diesel,Manual,1,22.9,1248,388500,NCR
3316,, Honda City,2014,89037,Petrol,Manual,1,17.4,1497,583000,NCR
3317,, Skoda Rapid,2015,116683,Diesel,Manual,1,21.14,1498,377000,NCR
3318,, Maruti Swift Dzire,2013,67394,Diesel,Manual,2,23.4,1248,409000,NCR
3319,, Hyundai Grand i,2013,79215,Petrol,Manual,1,18.9,1197,339800,NCR
3320,, Maruti Alto K,2016,41147,Petrol,Manual,1,23.95,998,285500,NCR
3321,, Maruti Alto K,2018,15164,Petrol,Manual,1,23.95,998,361000,NCR
3322,, Maruti Swift,2013,74882,Petrol,Manual,1,18.6,1197,344000,NCR
3323,, Maruti Alto K,2019,7213,Petrol,Manual,1,23.95,998,379000,NCR
3324,, Maruti Alto K,2017,17124,Petrol,Manual,2,23.95,998,305000,NCR
3325,, Maruti Alto K,2017,23354,Petrol,Manual,1,23.95,998,327000,NCR
3326,, Maruti Swift Dzire,2018,49514,Petrol,Manual,1,22,1197,579500,NCR
3327,, Maruti Alto K,2017,26905,Petrol,Manual,1,23.95,998,324000,NCR
3328,, Maruti Swift Dzire,2014,63004,Diesel,Manual,1,23.4,1248,445450,NCR
3329,, Maruti Ignis,2018,47478,Petrol,Manual,1,20.89,1197,480455,NCR
3330,, Maruti Swift,2015,76418,Diesel,Manual,1,25.2,1248,409500,NCR
3331,, Maruti Ciaz,2016,78494,Diesel,Manual,1,28.09,1248,622109,NCR
3332,, Hyundai i,2016,97760,Diesel,Manual,1,22.54,1396,545000,NCR
3333,, Hyundai Verna,2012,44385,Petrol,Manual,1,17.01,1591,426000,NCR
3334,, Maruti Baleno,2018,21377,Petrol,Manual,1,21.01,1197,526500,NCR
3335,, Maruti Swift,2018,27038,Diesel,Manual,1,28.4,1248,544344,NCR
3336,, Maruti Swift Dzire,2018,29404,Petrol,Manual,1,22,1197,616890,NCR
3337,, Tata Tiago,2020,8020,Petrol,Manual,1,23.84,1199,551185,NCR
3338,, Renault KWID,2015,15728,Petrol,Manual,1,25.17,799,264000,NCR
3339,, Maruti Vitara Brezza,2017,57301,Diesel,Manual,1,24.3,1248,706076,NCR
3340,, Hyundai Xcent,2019,23435,Petrol,Manual,1,20.14,1197,559500,NCR
3341,, Maruti Baleno,2018,17036,Petrol,Manual,1,21.4,1197,645500,NCR
3342,, Maruti Alto K,2017,21200,Petrol,Manual,2,23.95,998,356250,NCR
3343,, Ford Ecosport,2013,91401,Diesel,Manual,2,22.7,1498,418000,NCR
3344,, Ford Figo Aspire,2015,59092,Diesel,Manual,1,25.83,1498,390000,NCR
3345,, Maruti Swift Dzire,2018,49514,Petrol,Manual,1,22,1197,579500,NCR
3346,, Maruti Alto K,2017,26905,Petrol,Manual,1,23.95,998,324000,NCR
3347,, Maruti Swift Dzire,2014,63004,Diesel,Manual,1,23.4,1248,445450,NCR
3348,, Maruti Ignis,2018,47478,Petrol,Manual,1,20.89,1197,480455,NCR
3349,, Maruti Swift,2015,76418,Diesel,Manual,1,25.2,1248,409500,NCR
3350,, Maruti Ciaz,2016,78494,Diesel,Manual,1,28.09,1248,622109,NCR
3351,, Hyundai i,2016,97760,Diesel,Manual,1,22.54,1396,545000,NCR
3352,, Hyundai Verna,2012,44385,Petrol,Manual,1,17.01,1591,426000,NCR
3353,, Maruti Baleno,2018,21377,Petrol,Manual,1,21.01,1197,526500,NCR
3354,, Maruti Swift,2018,27038,Diesel,Manual,1,28.4,1248,544344,NCR
3355,, Maruti Swift Dzire,2018,29404,Petrol,Manual,1,22,1197,616890,NCR
3356,, Tata Tiago,2020,8020,Petrol,Manual,1,23.84,1199,551185,NCR
3357,, Renault KWID,2015,15728,Petrol,Manual,1,25.17,799,264000,NCR
3358,, Maruti Vitara Brezza,2017,57301,Diesel,Manual,1,24.3,1248,706076,NCR
3359,, Hyundai Xcent,2019,23435,Petrol,Manual,1,20.14,1197,559500,NCR
3360,, Maruti Baleno,2018,17036,Petrol,Manual,1,21.4,1197,645500,NCR
3361,, Maruti Alto K,2017,21200,Petrol,Manual,2,23.95,998,356250,NCR
3362,, Ford Ecosport,2013,91401,Diesel,Manual,2,22.7,1498,418000,NCR
3363,, Ford Figo Aspire,2015,59092,Diesel,Manual,1,25.83,1498,390000,NCR
3364,, Toyota Etios Liva,2018,56472,Diesel,Manual,1,23.59,1364,541536,NCR
3365,, Mahindra XUV,2013,66522,Diesel,Manual,1,15.1,2179,553000,NCR
3366,, Maruti Wagon R,2016,81944,Petrol,Manual,1,20.51,998,352000,NCR
3367,, Ford Ecosport,2014,79086,Diesel,Manual,2,22.7,1498,454596,NCR
3368,, Maruti Wagon R,2018,18636,Petrol,Manual,1,20.51,998,409000,NCR
3369,, Maruti Baleno,2016,51640,Diesel,Manual,1,27.39,1248,562500,NCR
3370,, Maruti Baleno,2018,17985,Petrol,Manual,1,21.4,1197,594000,NCR
3371,, Maruti Swift,2014,117642,Diesel,Manual,1,22.9,1248,388500,NCR
3372,, Honda City,2014,89037,Petrol,Manual,1,17.4,1497,583000,NCR
3373,, Skoda Rapid,2015,116683,Diesel,Manual,1,21.14,1498,377000,NCR
3374,, Maruti Swift Dzire,2013,67394,Diesel,Manual,2,23.4,1248,409000,NCR
3375,, Hyundai Grand i,2013,79215,Petrol,Manual,1,18.9,1197,339800,NCR
3376,, Maruti Alto K,2016,41147,Petrol,Manual,1,23.95,998,285500,NCR
3377,, Maruti Alto K,2018,15164,Petrol,Manual,1,23.95,998,361000,NCR
3378,, Maruti Swift,2013,74882,Petrol,Manual,1,18.6,1197,344000,NCR
3379,, Maruti Alto K,2019,7213,Petrol,Manual,1,23.95,998,379000,NCR
3380,, Maruti Alto K,2017,17124,Petrol,Manual,2,23.95,998,305000,NCR
3381,, Maruti Alto K,2017,23354,Petrol,Manual,1,23.95,998,327000,NCR
3382,, Toyota Etios Liva,2018,56472,Diesel,Manual,1,23.59,1364,541536,NCR
3383,, Mahindra XUV,2013,66522,Diesel,Manual,1,15.1,2179,553000,NCR
3384,, Maruti Wagon R,2018,18636,Petrol,Manual,1,20.51,998,409000,NCR
3385,, Maruti Baleno,2016,51640,Diesel,Manual,1,27.39,1248,562500,NCR
3386,, Maruti Wagon R,2016,81944,Petrol,Manual,1,20.51,998,352000,NCR
3387,, Ford Ecosport,2014,79086,Diesel,Manual,2,22.7,1498,454596,NCR
3388,, Maruti Swift,2014,117642,Diesel,Manual,1,22.9,1248,388500,NCR
3389,, Maruti Baleno,2018,17985,Petrol,Manual,1,21.4,1197,594000,NCR
3390,, Honda City,2014,89037,Petrol,Manual,1,17.4,1497,583000,NCR
3391,, Skoda Rapid,2015,116683,Diesel,Manual,1,21.14,1498,377000,NCR
3392,, Maruti Swift Dzire,2013,67394,Diesel,Manual,2,23.4,1248,409000,NCR
3393,, Hyundai Grand i,2013,79215,Petrol,Manual,1,18.9,1197,339800,NCR
3394,, Maruti Alto K,2016,41147,Petrol,Manual,1,23.95,998,285500,NCR
3395,, Maruti Alto K,2018,15164,Petrol,Manual,1,23.95,998,361000,NCR
3396,, Maruti Swift,2013,74882,Petrol,Manual,1,18.6,1197,344000,NCR
3397,, Maruti Alto K,2019,7213,Petrol,Manual,1,23.95,998,379000,NCR
3398,, Maruti Alto K,2017,17124,Petrol,Manual,2,23.95,998,305000,NCR
3399,, Maruti Alto K,2017,23354,Petrol,Manual,1,23.95,998,327000,NCR
3400,, Maruti Swift Dzire,2018,49514,Petrol,Manual,1,22,1197,579500,NCR
3401,, Maruti Alto K,2017,26905,Petrol,Manual,1,23.95,998,324000,NCR
3402,, Maruti Swift Dzire,2014,63004,Diesel,Manual,1,23.4,1248,445450,NCR
3403,, Maruti Ignis,2018,47478,Petrol,Manual,1,20.89,1197,480455,NCR
3404,, Maruti Swift,2015,76418,Diesel,Manual,1,25.2,1248,409500,NCR
3405,, Maruti Ciaz,2016,78494,Diesel,Manual,1,28.09,1248,622109,NCR
3406,, Hyundai i,2016,97760,Diesel,Manual,1,22.54,1396,545000,NCR
3407,, Hyundai Verna,2012,44385,Petrol,Manual,1,17.01,1591,426000,NCR
3408,, Maruti Baleno,2018,21377,Petrol,Manual,1,21.01,1197,526500,NCR
3409,, Maruti Swift,2018,27038,Diesel,Manual,1,28.4,1248,544344,NCR
3410,, Maruti Swift Dzire,2018,29404,Petrol,Manual,1,22,1197,616890,NCR
3411,, Tata Tiago,2020,8020,Petrol,Manual,1,23.84,1199,551185,NCR
3412,, Renault KWID,2015,15728,Petrol,Manual,1,25.17,799,264000,NCR
3413,, Maruti Vitara Brezza,2017,57301,Diesel,Manual,1,24.3,1248,706076,NCR
3414,, Hyundai Xcent,2019,23435,Petrol,Manual,1,20.14,1197,559500,NCR
3415,, Maruti Baleno,2018,17036,Petrol,Manual,1,21.4,1197,645500,NCR
3416,, Maruti Alto K,2017,21200,Petrol,Manual,2,23.95,998,356250,NCR
3417,, Ford Ecosport,2013,91401,Diesel,Manual,2,22.7,1498,418000,NCR
3418,, Ford Figo Aspire,2015,59092,Diesel,Manual,1,25.83,1498,390000,NCR
3419,, Maruti Swift,2019,12136,Petrol,Manual,1,21.21,1197,565500,NCR
3420,, Maruti Alto ,2019,18504,Petrol,Manual,1,24.7,796,351500,NCR
3421,, Maruti Alto K,2018,15164,Petrol,Manual,1,23.95,998,361000,NCR
3422,, Honda City,2014,104585,Diesel,Manual,2,26,1498,482190,NCR
3423,, Maruti Alto K,2012,79016,Petrol,Manual,2,23.95,998,212848,NCR
3424,, Maruti Baleno,2020,7173,Petrol,Manual,1,21.4,1197,578000,NCR
3425,, Maruti Swift,2015,83833,Diesel,Manual,2,28.4,1248,423870,NCR
3426,, Hyundai i,2013,62594,Petrol,Manual,1,19.81,1086,301074,NCR
3427,, Maruti Swift,2013,74882,Petrol,Manual,1,18.6,1197,344000,NCR
3428,, Hyundai Grand i,2019,6928,Petrol,Manual,1,18.9,1197,524000,NCR
3429,, Honda Brio,2013,67159,Petrol,Manual,1,19.4,1198,296160,NCR
3430,, Maruti Swift,2015,35019,Petrol,Manual,1,20.4,1197,408000,NCR
3431,, Maruti Swift,2017,63614,Petrol,Manual,4,20.4,1197,436000,NCR
3432,, Ford Ecosport,2013,124474,Diesel,Manual,1,23,1498,367008,NCR
3433,, Maruti Alto K,2019,7213,Petrol,Manual,1,23.95,998,379000,NCR
3434,, Maruti Swift,2013,92225,Diesel,Manual,1,22.9,1248,363843,NCR
3435,, Maruti Alto K,2017,17124,Petrol,Manual,2,23.95,998,305000,NCR
3436,, Maruti Swift Dzire,2018,49514,Petrol,Manual,1,22,1197,579500,NCR
3437,, Maruti Alto K,2017,26905,Petrol,Manual,1,23.95,998,324000,NCR
3438,, Maruti Swift Dzire,2014,63004,Diesel,Manual,1,23.4,1248,445450,NCR
3439,, Maruti Ignis,2018,47478,Petrol,Manual,1,20.89,1197,480455,NCR
3440,, Maruti Swift,2015,76418,Diesel,Manual,1,25.2,1248,409500,NCR
3441,, Maruti Ciaz,2016,78494,Diesel,Manual,1,28.09,1248,622109,NCR
3442,, Hyundai i,2016,97760,Diesel,Manual,1,22.54,1396,545000,NCR
3443,, Hyundai Verna,2012,44385,Petrol,Manual,1,17.01,1591,426000,NCR
3444,, Maruti Baleno,2018,21377,Petrol,Manual,1,21.01,1197,526500,NCR
3445,, Maruti Swift,2018,27038,Diesel,Manual,1,28.4,1248,544344,NCR
3446,, Maruti Swift Dzire,2018,29404,Petrol,Manual,1,22,1197,616890,NCR
3447,, Tata Tiago,2020,8020,Petrol,Manual,1,23.84,1199,551185,NCR
3448,, Renault KWID,2015,15728,Petrol,Manual,1,25.17,799,264000,NCR
3449,, Maruti Vitara Brezza,2017,57301,Diesel,Manual,1,24.3,1248,706076,NCR
3450,, Hyundai Xcent,2019,23435,Petrol,Manual,1,20.14,1197,559500,NCR
3451,, Maruti Baleno,2018,17036,Petrol,Manual,1,21.4,1197,645500,NCR
